Input	Input_source	Output	Output_source
C01990	KEGG	CHEBI:15593	ChEBI
C00311	KEGG	CHEBI:16087	ChEBI
C00451	KEGG	CHEBI:15562	ChEBI
C04617	KEGG	CHEBI:15563	ChEBI
C02284	KEGG	CHEBI:29807	ChEBI
C02284	KEGG	CHEBI:29807	ChEBI
C01251	KEGG	CHEBI:36457	ChEBI
C02225	KEGG	CHEBI:15598	ChEBI
C02225	KEGG	CHEBI:10860	ChEBI
C05364	KEGG	CHEBI:142690	ChEBI
C05641	KEGG	CHEBI:86002	ChEBI
C05655	KEGG	CHEBI:2009	ChEBI
C05656	KEGG	CHEBI:2013	ChEBI
C01921	KEGG	CHEBI:29746	ChEBI
C00019	KEGG	CHEBI:67040	ChEBI
C01250	KEGG	CHEBI:29123	ChEBI
C01513	KEGG	CHEBI:15877	ChEBI
C03284	KEGG	CHEBI:18188	ChEBI
C00288	KEGG	CHEBI:17544	ChEBI
C06227	KEGG	CHEBI:28163	ChEBI
C06228	KEGG	CHEBI:5019	ChEBI
C00088	KEGG	CHEBI:16301	ChEBI
C16845	KEGG	CHEBI:25941	ChEBI
C01818	KEGG	CHEBI:18210	ChEBI
C18091	KEGG	CHEBI:55327	ChEBI
C06701	KEGG	CHEBI:16215	ChEBI
C00536	KEGG	CHEBI:18036	ChEBI
C00009	KEGG	CHEBI:18367	ChEBI
C00013	KEGG	CHEBI:18361	ChEBI
C00404	KEGG	CHEBI:16838	ChEBI
C11215	KEGG	CHEBI:29125	ChEBI
C06697	KEGG	CHEBI:29866	ChEBI
C07308	KEGG	CHEBI:16223	ChEBI
C07308	KEGG	CHEBI:16223	ChEBI
C01861	KEGG	CHEBI:15987	ChEBI
C00059	KEGG	CHEBI:16189	ChEBI
C02590	KEGG	CHEBI:177918	ChEBI
C09908	KEGG	CHEBI:133663	ChEBI
C11481	KEGG	CHEBI:17137	ChEBI
C02084	KEGG	CHEBI:15226	ChEBI
C01615	KEGG	CHEBI:9341	ChEBI
C00320	KEGG	CHEBI:33541	ChEBI
C00320	KEGG	CHEBI:33539	ChEBI
C06333	KEGG	CHEBI:15942	ChEBI
C06336	KEGG	CHEBI:33565	ChEBI
C06674	KEGG	CHEBI:20478	ChEBI
C14078	KEGG	CHEBI:34653	ChEBI
C05465	KEGG	CHEBI:9407	ChEBI
C05463	KEGG	CHEBI:36261	ChEBI
C15521	KEGG	CHEBI:62081	ChEBI
C06011	KEGG	CHEBI:3024	ChEBI
C17260	KEGG	CHEBI:24279	ChEBI
C08422	KEGG	CHEBI:62724	ChEBI
C08423	KEGG	CHEBI:62725	ChEBI
C05837	KEGG	CHEBI:64962	ChEBI
C08424	KEGG	CHEBI:64965	ChEBI
C08404	KEGG	CHEBI:5399	ChEBI
C08418	KEGG	CHEBI:5414	ChEBI
C08412	KEGG	CHEBI:5407	ChEBI
C08411	KEGG	CHEBI:5406	ChEBI
C08405	KEGG	CHEBI:5400	ChEBI
C08407	KEGG	CHEBI:5402	ChEBI
C08408	KEGG	CHEBI:5403	ChEBI
C08409	KEGG	CHEBI:5404	ChEBI
C08410	KEGG	CHEBI:5405	ChEBI
C08406	KEGG	CHEBI:5401	ChEBI
C08401	KEGG	CHEBI:5396	ChEBI
C17256	KEGG	CHEBI:175821	ChEBI
C08427	KEGG	CHEBI:181353	ChEBI
C08427	KEGG	CHEBI:9162	ChEBI
C08415	KEGG	CHEBI:5411	ChEBI
C08420	KEGG	CHEBI:5416	ChEBI
C08425	KEGG	CHEBI:8454	ChEBI
C08403	KEGG	CHEBI:5397	ChEBI
C08416	KEGG	CHEBI:5412	ChEBI
C08417	KEGG	CHEBI:5413	ChEBI
C08414	KEGG	CHEBI:5409	ChEBI
C17252	KEGG	CHEBI:80988	ChEBI
C17254	KEGG	CHEBI:80989	ChEBI
C05684	KEGG	CHEBI:18212	ChEBI
C11627	KEGG	CHEBI:46442	ChEBI
C06232	KEGG	CHEBI:36264	ChEBI
C00177	KEGG	CHEBI:17514	ChEBI
C01417	KEGG	CHEBI:29195	ChEBI
C19067	KEGG	CHEBI:38904	ChEBI
C00704	KEGG	CHEBI:18421	ChEBI
C00704	KEGG	CHEBI:18421	ChEBI
C06230	KEGG	CHEBI:28199	ChEBI
C22561	KEGG	CHEBI:229571	ChEBI
C04894	KEGG	CHEBI:71358	ChEBI
C04894	KEGG	CHEBI:71358	ChEBI
C15541	KEGG	CHEBI:76533	ChEBI
C02467	KEGG	CHEBI:78717	ChEBI
C02200	KEGG	CHEBI:78718	ChEBI
C17432	KEGG	CHEBI:60721	ChEBI
C04482	KEGG	CHEBI:29039	ChEBI
C05977	KEGG	CHEBI:73332	ChEBI
C15647	KEGG	CHEBI:73327	ChEBI
C04376	KEGG	CHEBI:18272	ChEBI
C13773	KEGG	CHEBI:77713	ChEBI
C01010	KEGG	CHEBI:15832	ChEBI
C16421	KEGG	CHEBI:40646	ChEBI
C11160	KEGG	CHEBI:9495	ChEBI
C02592	KEGG	CHEBI:17179	ChEBI
C10172	KEGG	CHEBI:35280	ChEBI
C03793	KEGG	CHEBI:17311	ChEBI
C01259	KEGG	CHEBI:15786	ChEBI
C05690	KEGG	CHEBI:28513	ChEBI
C07740	KEGG	CHEBI:4658	ChEBI
C12839	KEGG	CHEBI:32006	ChEBI
C08201	KEGG	CHEBI:2417	ChEBI
C07510	KEGG	CHEBI:5700	ChEBI
C07512	KEGG	CHEBI:44296	ChEBI
C13815	KEGG	CHEBI:35009	ChEBI
C02224	KEGG	CHEBI:17059	ChEBI
C02224	KEGG	CHEBI:17059	ChEBI
C00114	KEGG	CHEBI:15354	ChEBI
C00114	KEGG	CHEBI:15354	ChEBI
C00919	KEGG	CHEBI:16822	ChEBI
C00919	KEGG	CHEBI:16822	ChEBI
C00670	KEGG	CHEBI:16870	ChEBI
C04862	KEGG	CHEBI:28781	ChEBI
C04873	KEGG	CHEBI:27712	ChEBI
C04100	KEGG	CHEBI:28733	ChEBI
C03916	KEGG	CHEBI:28610	ChEBI
C04230	KEGG	CHEBI:17504	ChEBI
C04102	KEGG	CHEBI:28468	ChEBI
C03916	KEGG	CHEBI:182947	ChEBI
C04230	KEGG	CHEBI:183975	ChEBI
C13894	KEGG	CHEBI:34112	ChEBI
C04317	KEGG	CHEBI:30909	ChEBI
C04517	KEGG	CHEBI:17832	ChEBI
C13903	KEGG	CHEBI:34114	ChEBI
C00958	KEGG	CHEBI:17810	ChEBI
C13895	KEGG	CHEBI:34110	ChEBI
C05212	KEGG	CHEBI:36702	ChEBI
C05208	KEGG	CHEBI:28894	ChEBI
C04598	KEGG	CHEBI:36707	ChEBI
C04598	KEGG	CHEBI:177262	ChEBI
C13875	KEGG	CHEBI:73001	ChEBI
C01282	KEGG	CHEBI:58293	ChEBI
C13898	KEGG	CHEBI:34119	ChEBI
C13900	KEGG	CHEBI:34121	ChEBI
C13901	KEGG	CHEBI:34120	ChEBI
C13902	KEGG	CHEBI:34122	ChEBI
C13876	KEGG	CHEBI:34084	ChEBI
C13875	KEGG	CHEBI:181401	ChEBI
C00670	KEGG	CHEBI:194386	ChEBI
C00588	KEGG	CHEBI:18132	ChEBI
C00588	KEGG	CHEBI:18132	ChEBI
C00307	KEGG	CHEBI:16436	ChEBI
C06975	KEGG	CHEBI:4753	ChEBI
C00550	KEGG	CHEBI:62490	ChEBI
C03640	KEGG	CHEBI:52897	ChEBI
C00550	KEGG	CHEBI:17636	ChEBI
C01181	KEGG	CHEBI:1941	ChEBI
C04114	KEGG	CHEBI:1774	ChEBI
C07471	KEGG	CHEBI:6804	ChEBI
C11733	KEGG	CHEBI:41934	ChEBI
C07861	KEGG	CHEBI:9701	ChEBI
C00487	KEGG	CHEBI:3424	ChEBI
C02636	KEGG	CHEBI:16758	ChEBI
C02636	KEGG	CHEBI:16758	ChEBI
C02571	KEGG	CHEBI:15960	ChEBI
C07553	KEGG	CHEBI:9939	ChEBI
C07556	KEGG	CHEBI:8884	ChEBI
C07546	KEGG	CHEBI:45652	ChEBI
C07773	KEGG	CHEBI:2627	ChEBI
C07548	KEGG	CHEBI:2914	ChEBI
C06855	KEGG	CHEBI:3172	ChEBI
C06850	KEGG	CHEBI:3084	ChEBI
C07853	KEGG	CHEBI:3743	ChEBI
C07549	KEGG	CHEBI:4706	ChEBI
C06976	KEGG	CHEBI:251408	ChEBI
C07052	KEGG	CHEBI:5956	ChEBI
C06459	KEGG	CHEBI:7347	ChEBI
C06163	KEGG	CHEBI:444	ChEBI
C02915	KEGG	CHEBI:16512	ChEBI
C21586	KEGG	CHEBI:141633	ChEBI
C05318	KEGG	CHEBI:50537	ChEBI
C01777	KEGG	CHEBI:35287	ChEBI
C01996	KEGG	CHEBI:15355	ChEBI
C00933	KEGG	CHEBI:16353	ChEBI
C00933	KEGG	CHEBI:16353	ChEBI
C05575	KEGG	CHEBI:67049	ChEBI
C07345	KEGG	CHEBI:15870	ChEBI
C08263	KEGG	CHEBI:28825	ChEBI
C00719	KEGG	CHEBI:17750	ChEBI
C00719	KEGG	CHEBI:17750	ChEBI
C05570	KEGG	CHEBI:4828	ChEBI
C05570	KEGG	CHEBI:82707	ChEBI
C10151	KEGG	CHEBI:1556	ChEBI
C08269	KEGG	CHEBI:85533	ChEBI
C09213	KEGG	CHEBI:5832	ChEBI
C05575	KEGG	CHEBI:15781	ChEBI
C08283	KEGG	CHEBI:5757	ChEBI
C11321	KEGG	CHEBI:1418	ChEBI
C09241	KEGG	CHEBI:9119	ChEBI
C01748	KEGG	CHEBI:8653	ChEBI
C00576	KEGG	CHEBI:15710	ChEBI
C00576	KEGG	CHEBI:15710	ChEBI
C07258	KEGG	CHEBI:7514	ChEBI
C00157	KEGG	CHEBI:49183	ChEBI
C00157	KEGG	CHEBI:16110	ChEBI
C04636	KEGG	CHEBI:15726	ChEBI
C04792	KEGG	CHEBI:16999	ChEBI
C13875	KEGG	CHEBI:34082	ChEBI
C01282	KEGG	CHEBI:17848	ChEBI
C02872	KEGG	CHEBI:16692	ChEBI
C01573	KEGG	CHEBI:18054	ChEBI
C01573	KEGG	CHEBI:18054	ChEBI
C09581	KEGG	CHEBI:6641	ChEBI
C18585	KEGG	CHEBI:81850	ChEBI
C21587	KEGG	CHEBI:141639	ChEBI
C21588	KEGG	CHEBI:141640	ChEBI
C21589	KEGG	CHEBI:141642	ChEBI
C04233	KEGG	CHEBI:16728	ChEBI
C06616	KEGG	CHEBI:64258	ChEBI
C17582	KEGG	CHEBI:65010	ChEBI
C17589	KEGG	CHEBI:65068	ChEBI
C04692	KEGG	CHEBI:16475	ChEBI
C04692	KEGG	CHEBI:16475	ChEBI
C11316	KEGG	CHEBI:9501	ChEBI
C11152	KEGG	CHEBI:44880	ChEBI
C01342	KEGG	CHEBI:28938	ChEBI
C01342	KEGG	CHEBI:28938	ChEBI
C02003	KEGG	CHEBI:16366	ChEBI
C02003	KEGG	CHEBI:16366	ChEBI
C08647	KEGG	CHEBI:27475	ChEBI
C12646	KEGG	CHEBI:16596	ChEBI
C08604	KEGG	CHEBI:28426	ChEBI
C08639	KEGG	CHEBI:3978	ChEBI
C08620	KEGG	CHEBI:28064	ChEBI
C12647	KEGG	CHEBI:32115	ChEBI
C12641	KEGG	CHEBI:31121	ChEBI
C12640	KEGG	CHEBI:31966	ChEBI
C16301	KEGG	CHEBI:55334	ChEBI
C16312	KEGG	CHEBI:55455	ChEBI
C16304	KEGG	CHEBI:55336	ChEBI
C16303	KEGG	CHEBI:55335	ChEBI
C16314	KEGG	CHEBI:55456	ChEBI
C12642	KEGG	CHEBI:31965	ChEBI
C12643	KEGG	CHEBI:31442	ChEBI
C12138	KEGG	CHEBI:31463	ChEBI
C12644	KEGG	CHEBI:31968	ChEBI
C12645	KEGG	CHEBI:31969	ChEBI
C12141	KEGG	CHEBI:74793	ChEBI
C12141	KEGG	CHEBI:74793	ChEBI
C08718	KEGG	CHEBI:75030	ChEBI
C12095	KEGG	CHEBI:29560	ChEBI
C16370	KEGG	CHEBI:75677	ChEBI
C12139	KEGG	CHEBI:31985	ChEBI
C12140	KEGG	CHEBI:31799	ChEBI
C08629	KEGG	CHEBI:28215	ChEBI
C08723	KEGG	CHEBI:6972	ChEBI
C02003	KEGG	CHEBI:38695	ChEBI
C05909	KEGG	CHEBI:6417	ChEBI
C05906	KEGG	CHEBI:15758	ChEBI
C05906	KEGG	CHEBI:11412	ChEBI
C05907	KEGG	CHEBI:27686	ChEBI
C03648	KEGG	CHEBI:17343	ChEBI
C03648	KEGG	CHEBI:17343	ChEBI
C09736	KEGG	CHEBI:5067	ChEBI
C16415	KEGG	CHEBI:80488	ChEBI
C06361	KEGG	CHEBI:15764	ChEBI
C15540	KEGG	CHEBI:55410	ChEBI
C20489	KEGG	CHEBI:74809	ChEBI
C20491	KEGG	CHEBI:74810	ChEBI
C20490	KEGG	CHEBI:74811	ChEBI
C16305	KEGG	CHEBI:134007	ChEBI
C08640	KEGG	CHEBI:4383	ChEBI
C08641	KEGG	CHEBI:5319	ChEBI
C08642	KEGG	CHEBI:5630	ChEBI
C08653	KEGG	CHEBI:6665	ChEBI
C08725	KEGG	CHEBI:133365	ChEBI
C12096	KEGG	CHEBI:29561	ChEBI
C12129	KEGG	CHEBI:31220	ChEBI
C12130	KEGG	CHEBI:31216	ChEBI
C12131	KEGG	CHEBI:31217	ChEBI
C12132	KEGG	CHEBI:31218	ChEBI
C12133	KEGG	CHEBI:31219	ChEBI
C15550	KEGG	CHEBI:79976	ChEBI
C16288	KEGG	CHEBI:80424	ChEBI
C16289	KEGG	CHEBI:80425	ChEBI
C16290	KEGG	CHEBI:80426	ChEBI
C16292	KEGG	CHEBI:80428	ChEBI
C16293	KEGG	CHEBI:80429	ChEBI
C16294	KEGG	CHEBI:80430	ChEBI
C16295	KEGG	CHEBI:80431	ChEBI
C16296	KEGG	CHEBI:80432	ChEBI
C16297	KEGG	CHEBI:80433	ChEBI
C16298	KEGG	CHEBI:80434	ChEBI
C16299	KEGG	CHEBI:80435	ChEBI
C16302	KEGG	CHEBI:80436	ChEBI
C16306	KEGG	CHEBI:80438	ChEBI
C16307	KEGG	CHEBI:80439	ChEBI
C16313	KEGG	CHEBI:80440	ChEBI
C16315	KEGG	CHEBI:80441	ChEBI
C16349	KEGG	CHEBI:80466	ChEBI
C16350	KEGG	CHEBI:80467	ChEBI
C16351	KEGG	CHEBI:80468	ChEBI
C16354	KEGG	CHEBI:80469	ChEBI
C16367	KEGG	CHEBI:80474	ChEBI
C16368	KEGG	CHEBI:80475	ChEBI
C16369	KEGG	CHEBI:80476	ChEBI
C16371	KEGG	CHEBI:80477	ChEBI
C16372	KEGG	CHEBI:80478	ChEBI
C16373	KEGG	CHEBI:80479	ChEBI
C12137	KEGG	CHEBI:31967	ChEBI
C20493	KEGG	CHEBI:138860	ChEBI
C20496	KEGG	CHEBI:138864	ChEBI
C20494	KEGG	CHEBI:138820	ChEBI
C04787	KEGG	CHEBI:166641	ChEBI
C08595	KEGG	CHEBI:3367	ChEBI
C08716	KEGG	CHEBI:6674	ChEBI
C05904	KEGG	CHEBI:25863	ChEBI
C08726	KEGG	CHEBI:75314	ChEBI
C08646	KEGG	CHEBI:28090	ChEBI
C08643	KEGG	CHEBI:5728	ChEBI
C08729	KEGG	CHEBI:8893	ChEBI
C05905	KEGG	CHEBI:27843	ChEBI
C08612	KEGG	CHEBI:27898	ChEBI
C05908	KEGG	CHEBI:28436	ChEBI
C08652	KEGG	CHEBI:6584	ChEBI
C08727	KEGG	CHEBI:75318	ChEBI
C07400	KEGG	CHEBI:8354	ChEBI
C11310	KEGG	CHEBI:641	ChEBI
C02918	KEGG	CHEBI:16797	ChEBI
C07410	KEGG	CHEBI:8665	ChEBI
C16823	KEGG	CHEBI:80756	ChEBI
C19603	KEGG	CHEBI:82589	ChEBI
C04446	KEGG	CHEBI:17993	ChEBI
C01223	KEGG	CHEBI:6851	ChEBI
C11622	KEGG	CHEBI:9494	ChEBI
C07412	KEGG	CHEBI:8687	ChEBI
C13783	KEGG	CHEBI:35040	ChEBI
C17757	KEGG	CHEBI:81320	ChEBI
C07344	KEGG	CHEBI:17685	ChEBI
C04425	KEGG	CHEBI:8944	ChEBI
C05691	KEGG	CHEBI:9066	ChEBI
C06327	KEGG	CHEBI:17031	ChEBI
C05193	KEGG	CHEBI:15716	ChEBI
C06165	KEGG	CHEBI:17101	ChEBI
C06167	KEGG	CHEBI:18363	ChEBI
C06178	KEGG	CHEBI:27435	ChEBI
C14701	KEGG	CHEBI:34905	ChEBI
C15976	KEGG	CHEBI:48522	ChEBI
C05381	KEGG	CHEBI:1463	ChEBI
C05125	KEGG	CHEBI:978	ChEBI
C00378	KEGG	CHEBI:18385	ChEBI
C03028	KEGG	CHEBI:9534	ChEBI
C13378	KEGG	CHEBI:32317	ChEBI
C15974	KEGG	CHEBI:80220	ChEBI
C15978	KEGG	CHEBI:80223	ChEBI
C00068	KEGG	CHEBI:9532	ChEBI
C01081	KEGG	CHEBI:9533	ChEBI
C21017	KEGG	CHEBI:190398	ChEBI
C02892	KEGG	CHEBI:18306	ChEBI
C05856	KEGG	CHEBI:27824	ChEBI
C18577	KEGG	CHEBI:64163	ChEBI
C15549	KEGG	CHEBI:36121	ChEBI
C18872	KEGG	CHEBI:77058	ChEBI
C12227	KEGG	CHEBI:78373	ChEBI
C02517	KEGG	CHEBI:1643	ChEBI
C00533	KEGG	CHEBI:16480	ChEBI
C18368	KEGG	CHEBI:29415	ChEBI
C16844	KEGG	CHEBI:29191	ChEBI
C01041	KEGG	CHEBI:16504	ChEBI
C01041	KEGG	CHEBI:16504	ChEBI
C05309	KEGG	CHEBI:15817	ChEBI
C02389	KEGG	CHEBI:17977	ChEBI
C00027	KEGG	CHEBI:16240	ChEBI
C00887	KEGG	CHEBI:17045	ChEBI
C19572	KEGG	CHEBI:30563	ChEBI
C16459	KEGG	CHEBI:46727	ChEBI
C19555	KEGG	CHEBI:50818	ChEBI
C09306	KEGG	CHEBI:18422	ChEBI
C19308	KEGG	CHEBI:30045	ChEBI
C01328	KEGG	CHEBI:16234	ChEBI
C00001	KEGG	CHEBI:15377	ChEBI
C00001	KEGG	CHEBI:15377	ChEBI
C11340	KEGG	CHEBI:2761	ChEBI
C13106	KEGG	CHEBI:31642	ChEBI
C08099	KEGG	CHEBI:3535	ChEBI
C13494	KEGG	CHEBI:31867	ChEBI
C00283	KEGG	CHEBI:16136	ChEBI
C00283	KEGG	CHEBI:16136	ChEBI
C00145	KEGG	CHEBI:29256	ChEBI
C03354	KEGG	CHEBI:16696	ChEBI
C01137	KEGG	CHEBI:15625	ChEBI
C01137	KEGG	CHEBI:15625	ChEBI
C00051	KEGG	CHEBI:16856	ChEBI
C03451	KEGG	CHEBI:15694	ChEBI
C03451	KEGG	CHEBI:15694	ChEBI
C02589	KEGG	CHEBI:18126	ChEBI
C01031	KEGG	CHEBI:16225	ChEBI
C03174	KEGG	CHEBI:15892	ChEBI
C00920	KEGG	CHEBI:17586	ChEBI
C11175	KEGG	CHEBI:8927	ChEBI
C11278	KEGG	CHEBI:2505	ChEBI
C00127	KEGG	CHEBI:17858	ChEBI
C05730	KEGG	CHEBI:16613	ChEBI
C02320	KEGG	CHEBI:17021	ChEBI
C02886	KEGG	CHEBI:27704	ChEBI
C14180	KEGG	CHEBI:48926	ChEBI
C14871	KEGG	CHEBI:34962	ChEBI
C17267	KEGG	CHEBI:52857	ChEBI
C17267	KEGG	CHEBI:52857	ChEBI
C11347	KEGG	CHEBI:141472	ChEBI
C03899	KEGG	CHEBI:17491	ChEBI
C14875	KEGG	CHEBI:35896	ChEBI
C02090	KEGG	CHEBI:17842	ChEBI
C03170	KEGG	CHEBI:35490	ChEBI
C14856	KEGG	CHEBI:34479	ChEBI
C18871	KEGG	CHEBI:64729	ChEBI
C18870	KEGG	CHEBI:26634	ChEBI
C05526	KEGG	CHEBI:21264	ChEBI
C08427	KEGG	CHEBI:79317	ChEBI
C08403	KEGG	CHEBI:79318	ChEBI
C08416	KEGG	CHEBI:79349	ChEBI
C08415	KEGG	CHEBI:79319	ChEBI
C08425	KEGG	CHEBI:79352	ChEBI
C08420	KEGG	CHEBI:79367	ChEBI
C08404	KEGG	CHEBI:79328	ChEBI
C08407	KEGG	CHEBI:79329	ChEBI
C08418	KEGG	CHEBI:79331	ChEBI
C17257	KEGG	CHEBI:79335	ChEBI
C17256	KEGG	CHEBI:79338	ChEBI
C08408	KEGG	CHEBI:79363	ChEBI
C08400	KEGG	CHEBI:5395	ChEBI
C08412	KEGG	CHEBI:79326	ChEBI
C08413	KEGG	CHEBI:5408	ChEBI
C08401	KEGG	CHEBI:79324	ChEBI
C08409	KEGG	CHEBI:79325	ChEBI
C08419	KEGG	CHEBI:79311	ChEBI
C08414	KEGG	CHEBI:79343	ChEBI
C08417	KEGG	CHEBI:79347	ChEBI
C02153	KEGG	CHEBI:17127	ChEBI
C08406	KEGG	CHEBI:79362	ChEBI
C08428	KEGG	CHEBI:27842	ChEBI
C08422	KEGG	CHEBI:1865	ChEBI
C08423	KEGG	CHEBI:1890	ChEBI
C05837	KEGG	CHEBI:29028	ChEBI
C08424	KEGG	CHEBI:27506	ChEBI
C17272	KEGG	CHEBI:80999	ChEBI
C17271	KEGG	CHEBI:80998	ChEBI
C17273	KEGG	CHEBI:81000	ChEBI
C17274	KEGG	CHEBI:81001	ChEBI
C17250	KEGG	CHEBI:80987	ChEBI
C17275	KEGG	CHEBI:81002	ChEBI
C08426	KEGG	CHEBI:9151	ChEBI
C01069	KEGG	CHEBI:15911	ChEBI
C01069	KEGG	CHEBI:15911	ChEBI
C01069	KEGG	CHEBI:136422	ChEBI
C16517	KEGG	CHEBI:80545	ChEBI
C21650	KEGG	CHEBI:136946	ChEBI
C06717	KEGG	CHEBI:16768	ChEBI
C06718	KEGG	CHEBI:15735	ChEBI
C06718	KEGG	CHEBI:15735	ChEBI
C11502	KEGG	CHEBI:16086	ChEBI
C18235	KEGG	CHEBI:61586	ChEBI
C18235	KEGG	CHEBI:61586	ChEBI
C03576	KEGG	CHEBI:17905	ChEBI
C03576	KEGG	CHEBI:17905	ChEBI
C03920	KEGG	CHEBI:17827	ChEBI
C04832	KEGG	CHEBI:18209	ChEBI
C11496	KEGG	CHEBI:18354	ChEBI
C11498	KEGG	CHEBI:18288	ChEBI
C11497	KEGG	CHEBI:15881	ChEBI
C01336	KEGG	CHEBI:82711	ChEBI
C14437	KEGG	CHEBI:34292	ChEBI
C02380	KEGG	CHEBI:2208	ChEBI
C01756	KEGG	CHEBI:2208	ChEBI
C20259	KEGG	CHEBI:82755	ChEBI
C00957	KEGG	CHEBI:16208	ChEBI
C07418	KEGG	CHEBI:7959	ChEBI
C05823	KEGG	CHEBI:28580	ChEBI
C00831	KEGG	CHEBI:16753	ChEBI
C01169	KEGG	CHEBI:17432	ChEBI
C00950	KEGG	CHEBI:17456	ChEBI
C00950	KEGG	CHEBI:17456	ChEBI
C00265	KEGG	CHEBI:18320	ChEBI
C00265	KEGG	CHEBI:18320	ChEBI
C00265	KEGG	CHEBI:42106	ChEBI
C01134	KEGG	CHEBI:16858	ChEBI
C01134	KEGG	CHEBI:4222	ChEBI
C01678	KEGG	CHEBI:17141	ChEBI
C03537	KEGG	CHEBI:17853	ChEBI
C06819	KEGG	CHEBI:2636	ChEBI
C07651	KEGG	CHEBI:72583	ChEBI
C00812	KEGG	CHEBI:47908	ChEBI
C00928	KEGG	CHEBI:41218	ChEBI
C00409	KEGG	CHEBI:16007	ChEBI
C00409	KEGG	CHEBI:16007	ChEBI
C08390	KEGG	CHEBI:8473	ChEBI
C08391	KEGG	CHEBI:8474	ChEBI
C18655	KEGG	CHEBI:38624	ChEBI
C18665	KEGG	CHEBI:38962	ChEBI
C18690	KEGG	CHEBI:38764	ChEBI
C14569	KEGG	CHEBI:34363	ChEBI
C10922	KEGG	CHEBI:888	ChEBI
C00579	KEGG	CHEBI:17694	ChEBI
C04424	KEGG	CHEBI:17577	ChEBI
C01136	KEGG	CHEBI:16807	ChEBI
C06157	KEGG	CHEBI:28391	ChEBI
C05118	KEGG	CHEBI:28692	ChEBI
C05119	KEGG	CHEBI:27462	ChEBI
C04371	KEGG	CHEBI:17919	ChEBI
C04371	KEGG	CHEBI:17919	ChEBI
C07598	KEGG	CHEBI:63623	ChEBI
C02924	KEGG	CHEBI:64198	ChEBI
C01525	KEGG	CHEBI:16520	ChEBI
C02245	KEGG	CHEBI:22326	ChEBI
C01528	KEGG	CHEBI:16503	ChEBI
C05360	KEGG	CHEBI:30096	ChEBI
C03764	KEGG	CHEBI:17903	ChEBI
C03764	KEGG	CHEBI:17903	ChEBI
C06673	KEGG	CHEBI:28585	ChEBI
C07316	KEGG	CHEBI:9334	ChEBI
C07573	KEGG	CHEBI:8464	ChEBI
C19187	KEGG	CHEBI:233869	ChEBI
C19412	KEGG	CHEBI:53617	ChEBI
C19334	KEGG	CHEBI:58996	ChEBI
C07323	KEGG	CHEBI:7770	ChEBI
C19459	KEGG	CHEBI:49770	ChEBI
C14617	KEGG	CHEBI:34640	ChEBI
C17380	KEGG	CHEBI:81046	ChEBI
C19020	KEGG	CHEBI:82152	ChEBI
C19188	KEGG	CHEBI:82285	ChEBI
C19214	KEGG	CHEBI:82306	ChEBI
C19287	KEGG	CHEBI:82364	ChEBI
C19373	KEGG	CHEBI:82428	ChEBI
C19433	KEGG	CHEBI:82475	ChEBI
C19520	KEGG	CHEBI:88014	ChEBI
C19526	KEGG	CHEBI:82534	ChEBI
C19527	KEGG	CHEBI:82535	ChEBI
C19528	KEGG	CHEBI:82536	ChEBI
C19529	KEGG	CHEBI:82537	ChEBI
C19552	KEGG	CHEBI:82554	ChEBI
C19553	KEGG	CHEBI:82555	ChEBI
C13745	KEGG	CHEBI:34941	ChEBI
C19525	KEGG	CHEBI:30958	ChEBI
C07429	KEGG	CHEBI:71416	ChEBI
C14480	KEGG	CHEBI:34454	ChEBI
C19387	KEGG	CHEBI:73716	ChEBI
C19194	KEGG	CHEBI:74846	ChEBI
C02202	KEGG	CHEBI:10098	ChEBI
C00014	KEGG	CHEBI:16134	ChEBI
C00192	KEGG	CHEBI:15429	ChEBI
C03629	KEGG	CHEBI:28048	ChEBI
C16684	KEGG	CHEBI:21494	ChEBI
C03621	KEGG	CHEBI:16395	ChEBI
C20290	KEGG	CHEBI:133918	ChEBI
C20291	KEGG	CHEBI:133915	ChEBI
C20286	KEGG	CHEBI:133920	ChEBI
C00706	KEGG	CHEBI:32952	ChEBI
C07514	KEGG	CHEBI:2679	ChEBI
C07164	KEGG	CHEBI:6809	ChEBI
C07889	KEGG	CHEBI:6755	ChEBI
C07577	KEGG	CHEBI:1391	ChEBI
C07538	KEGG	CHEBI:3044	ChEBI
C02343	KEGG	CHEBI:36	ChEBI
C07513	KEGG	CHEBI:6839	ChEBI
C07559	KEGG	CHEBI:3646	ChEBI
C08300	KEGG	CHEBI:4109	ChEBI
C13962	KEGG	CHEBI:3606	ChEBI
C11727	KEGG	CHEBI:3606	ChEBI
C11771	KEGG	CHEBI:9010	ChEBI
C11776	KEGG	CHEBI:10302	ChEBI
C12871	KEGG	CHEBI:31781	ChEBI
C15476	KEGG	CHEBI:79968	ChEBI
C15620	KEGG	CHEBI:79989	ChEBI
C16719	KEGG	CHEBI:80680	ChEBI
C17903	KEGG	CHEBI:81373	ChEBI
C18938	KEGG	CHEBI:82079	ChEBI
C18479	KEGG	CHEBI:182519	ChEBI
C02218	KEGG	CHEBI:17123	ChEBI
C11784	KEGG	CHEBI:4752	ChEBI
C17234	KEGG	CHEBI:18820	ChEBI
C19914	KEGG	CHEBI:582124	ChEBI
C02378	KEGG	CHEBI:16586	ChEBI
C20990	KEGG	CHEBI:133923	ChEBI
